fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color_hue,Age
"9,54259556539112","0,5","0,24","2,3",103,6,14,"0,9978","3,34","0,52",10,4,8
"10,0307577999782","0,44","0,49","2,8",83,18,111,"0,9982","3,3","0,6","9,5",5,14
"9,64003304395806","0,47","0,49","2,9",85,17,110,"0,9982","3,29","0,6","9,8",5,14
"11,9613074091887","0,31","0,49","2,2",63,18,40,"0,9976","3,14","0,51","9,8",6,20
"9,13593506763067","0,5","0,49","2,2",89,5,14,"1,0002","3,19","0,44","9,6",5,12
"9,40291578540209","0,5","0,49","2,2",89,5,14,"1,0002","3,19","0,44","9,6",5,13
"10,3580184841311","0,49","0,49","2,2",83,5,15,1,"3,19","0,43","9,2",5,12
"12,2361380906648","0,28","0,49","1,9",74,10,21,"0,9976","2,98","0,66","9,9",7,27
"12,1473445157492","0,33","0,49","3,4",93,54,80,"1,0002","3,3","0,76","10,7",7,25
"11,7569487432184","0,51","0,24","2,4",91,8,38,998,"3,47","0,66","9,6",6,17
"12,4398670410826","0,31","0,49","2,7",94,16,47,"0,9986","3,12","1,02","10,6",7,25
"10,4571557249767","0,73","0,24","1,9",108,18,102,"0,9967","3,26","0,59","9,3",5,16
"14,8216972899907","0,42","0,24",2,"0,06",19,50,"0,9917","3,72","0,74",14,8,40
"12,8930823716058","0,29","0,49","2,6",59,5,13,"0,9976","3,05","0,74","10,5",7,30
"9,35858176493201","0,45","0,49","2,6",84,21,75,"0,9987","3,35","0,57","9,7",5,18
"10,1311632034338","0,39","0,49","1,7","0,07",23,149,"0,9922","3,12","0,5","11,5",6,15
"9,03453571748475","0,45","0,49","2,6",84,21,75,"0,9987","3,35","0,57","9,7",5,17
"10,7093919037001","0,49","0,58","3,5",94,9,43,"1,0004","3,29","0,58",9,5,13
"10,3816634848064","0,72","0,17","2,6",96,20,38,"0,9978","3,4","0,53","9,5",5,16
"10,748719575599",595,"0,41","7,9",86,30,109,"0,9998","3,27","0,57","9,3",5,13
"11,5494703838028","0,4","0,51",2,59,6,24,"0,9994","3,04","0,6","9,3",6,18
"11,6143613761782","0,58","0,58","1,9",71,5,18,998,"3,09","0,63",10,6,15
"11,7374392379202",585,"0,18","2,1",78,5,30,"0,9967","3,2","0,48","9,8",6,18
"10,8300569980225","0,59","0,45","2,3",82,11,22,1,3,"0,7","9,3",6,20
"9,35344005601042",915,"0,27","2,1",88,7,23,"0,9962","3,26","0,47",10,4,7
"10,8190973697965","0,46","0,52","2,2",71,12,35,"1,0006","3,1","0,56",9,6,16
"10,1502616900982",835,0,"2,6",81,6,14,"0,9975","3,3","0,52","9,3",5,16
"11,8147113245088","0,46","0,52","2,2",71,12,35,"1,0006","3,1","0,56",9,6,19
"10,6181137598506","0,58","0,13","2,9",96,14,63,"0,9984","3,17","0,62","9,1",6,19
"10,3506011151597","0,6","0,13","2,6",85,6,24,"0,9984","3,31","0,59","9,2",6,20
"12,1413712470818","0,41","0,48","4,6",72,10,20,"0,9973","3,34","0,79","12,2",7,25
"11,8113929050564","0,48","0,41","3,3",92,26,52,"0,9982","3,31","0,53","10,5",6,20
"10,5324683816561","0,65","0,37","5,1","0,11",11,65,"1,0026","3,32","0,64","10,4",6,18
"10,6710127556472","0,36","0,19","3,2",75,15,39,"0,9956","3,56","0,52","12,7",6,15
"10,5120905446166","0,24","0,54","2,5",83,25,57,"0,9983","3,39","0,54","9,2",5,17
"10,980754710814","0,38","0,55","2,7",81,5,16,"1,0006","2,98","0,54","9,4",5,18
"10,6052934942042","0,64",0,"2,4",77,18,29,"0,9965","3,32","0,6",10,6,15
"10,8553575833877","0,39","0,38","1,5",58,10,29,"0,9962","3,26","0,74","9,8",5,16
"10,5137324835805",755,"0,18","2,2",148,10,103,"0,9969","2,87","1,36","10,2",6,18
"10,7050076848632","0,6","0,5","2,3",79,28,71,"0,9997","3,5","0,57","9,7",5,18
"9,19579667649514","0,6","0,5","2,3",79,28,71,"0,9997","3,5","0,57","9,7",5,18
"11,3008327955728","0,31","0,51","2,2",79,14,28,"0,9982","3,03","0,93","9,8",6,18
"10,6650446138928","0,46","0,5","2,7",122,4,17,"1,0006","3,13","0,7","10,2",5,13
"9,53870392050794","0,37","0,41","2,3",88,6,16,"0,9988","3,09","0,8","9,3",5,13
"9,45616507095453","0,54","0,24","3,4",76,16,112,"0,9976","3,27","0,61","9,4",5,15
"9,91163735660051","0,56","0,23","3,4",78,14,104,"0,9976","3,28","0,62","9,4",5,18
"10,529394418728","0,58","0,22","1,9","0,08",9,32,"0,9974","3,13","0,55","9,5",5,13
"10,0998494195908","0,51","0,25","2,9",77,21,45,"0,9974","3,49","0,96","12,1",6,20
"9,08597076362524","0,69",0,"5,6",124,21,58,"0,9997","3,46","0,72","10,2",5,18
"9,32164573202072","0,69",0,"5,6",124,21,58,"0,9997","3,46","0,72","10,2",5,15
"10,0775246440148","0,6","0,29","2,2",98,5,15,"0,9988","3,36","0,49","9,1",5,12
"9,18313780712635","0,6","0,29","2,2",98,5,15,"0,9988","3,36","0,49","9,1",5,12
"11,0168278776801","0,54","0,26","2,5",97,7,31,"0,9976","3,27","0,6","9,3",6,20
"10,0427687622103",685,"0,23","2,3",111,20,84,"0,9964","3,21","0,61","9,3",5,18
"10,8099393940969","0,54","0,26","2,5",97,7,31,"0,9976","3,27","0,6","9,3",6,18
"10,9374268027028","0,28","0,54","2,7",105,5,19,"0,9988","3,25","0,63","9,5",5,12
"10,3120240898946","0,41","0,14",3,87,21,43,"0,9964","3,32","0,57","10,5",6,17
"9,590359760301",935,"0,22","3,4",105,11,86,1001,"3,43","0,64","11,3",4,7
"9,75059045711866","0,35","0,21","1,9",73,46,102,"0,9964","3,27","0,58","9,5",5,17
"9,21156537084739","0,84",0,"1,4",65,24,33,"0,9954","3,27","0,55","9,7",5,17
"10,9850945995313","0,88","0,28","2,4",86,30,147,"0,9979","3,24","0,53","9,4",5,18
"10,9578460123606",885,"0,27","2,3",84,31,145,"0,9978","3,24","0,53","9,4",5,12
"12,4121340232185",915,"0,12","2,2",143,7,23,"0,9964","3,35","0,65","10,2",7,25
"11,9699804982067","0,29","0,35","1,9",67,25,57,997,"3,18","1,36","10,3",6,15
"10,3281357664785","0,54","0,45","2,3",71,16,40,"0,9991","3,39","0,62","9,4",5,14
"10,3370360448767","0,59","0,44","2,3",71,21,68,"0,9992","3,46","0,63","9,5",5,13
"10,3251048827469","0,54","0,45","2,3",71,16,40,"0,9991","3,39","0,62","9,4",5,12
"10,2326600364352","0,59","0,44","2,3",71,21,68,"0,9992","3,46","0,63","9,5",5,12
"9,64694929370108","0,54","0,45","2,3",71,16,40,"0,9991","3,39","0,62","9,4",5,18
"12,1095173024916","0,64","0,1",6,115,5,11,"0,9984","3,37","0,69","10,1",7,25
"9,17621242405267","0,67","0,05","3,6",107,6,20,"0,9972","3,4","0,63","10,1",5,17
"9,90678597724216",845,"0,01","2,2","0,07",5,14,"0,9967","3,32","0,58",11,4,8
"12,437922432006","0,48","0,3","2,8",66,10,28,"0,9964","3,33","0,67","11,2",7,28
"11,1326067957537","0,42","0,27","8,6",68,24,148,"0,9948","3,16","0,57","11,3",6,19
"9,92348382467395","0,43","0,39","2,2",106,8,32,"0,9986","2,89","0,5","9,6",5,17
"9,89415051275171","0,88","0,25","2,5",104,35,155,1001,"3,41","0,67","11,2",5,13
"9,6151575049522","0,36","0,65","7,5",96,22,71,"0,9976","2,98","0,84","14,9",5,15
"10,7044524459482","0,33","0,59","2,8",79,9,30,"0,9976","3,12","0,54",12,6,20
"9,43792858168912","0,47","0,47","2,4",74,7,29,"0,9979","3,08","0,46","9,5",5,17
"10,0576573430885","0,55","0,17","2,9",87,20,53,"1,0004","3,14","0,61","9,4",5,16
"10,6798121493994","0,43","0,39","2,2",106,8,32,"0,9986","2,89","0,5","9,6",5,17
"12,2983075336619","0,5","0,59","1,4",73,23,42,998,"2,92","0,68","10,5",7,26
"10,4132925161719","0,52","0,07","1,4",74,5,20,"0,9973","3,32","0,81","9,6",6,20
"9,41918656187042","0,84","0,02","4,4",96,5,13,997,"3,41","0,57",11,4,10
"10,4949839515047","0,52","0,07","1,4",74,5,20,"0,9973","3,32","0,81","9,6",6,15
"10,3462186396787","0,42","0,31","1,6","0,08",15,42,"0,9978","3,31","0,64",9,5,13
"11,3903073758289","0,57","0,06","1,6",76,9,27,"0,9972","3,36","0,7","9,6",6,17
"11,6921756512894","0,28","0,46","1,8","0,05",5,13,"0,9974","3,04","0,79","10,2",6,20
"9,58865181391115","0,4","0,52",2,92,15,54,1,"3,03","0,66","10,2",5,15
"9,36231875240417","0,59","0,14",2,84,25,48,"0,9981","3,14","0,56","9,7",5,13
"11,0691604839759","0,49","0,36","1,8",222,6,16,998,"3,18","0,6","9,5",6,20
"11,2404481959573","0,34","0,45",2,82,6,15,"0,9988","2,94","0,66","9,2",6,18
"9,55620299471994","0,73","0,43","2,3",59,15,31,"0,9966","3,15","0,57",11,5,13
"10,5717636138539","0,34","0,45",2,82,6,15,"0,9988","2,94","0,66","9,2",6,18
"9,94426026204393","0,4","0,24","2,5",83,30,45,"0,9959","3,26","0,58",10,5,14
"10,5085128095248","0,73","0,21","1,7",74,5,13,"0,9968","3,2","0,52","9,5",5,16
"10,6986199423883","1,24","0,34",2,79,32,151,998,"3,15","0,53","9,5",5,14
"9,29202108323108","0,73","0,21","1,7",74,5,13,"0,9968","3,2","0,52","9,5",5,17
"11,8306638697316","0,4","0,41","2,2",84,7,17,"0,9984","3,08","0,67","9,3",6,16
"9,2189856764175","0,41","0,39","2,2",64,12,31,"0,9984","3,26","0,65","10,2",5,18
"10,1952600009386","0,4","0,41","2,2",84,7,17,"0,9984","3,08","0,67","9,3",6,15
"10,7703939127166","0,8","0,11","2,3",84,12,31,"0,9979","3,4","0,48","9,9",5,13
"9,69991420857001","0,78","0,1","2,6",81,45,87,"0,9983","3,48","0,53",10,5,14
"9,23245957948697","0,26","0,45","3,3","0,06",20,49,"0,9972","3,13","0,54","9,6",5,13
"9,28375889860066","0,43","0,58","1,9","0,07",15,40,"1,0004","3,06","0,49",9,5,12
"11,9070651978898","0,45","0,23","2,2",94,16,29,"0,9962","3,21","0,49","10,2",6,19
"10,8767640129672","0,46","0,31","2,25",78,32,58,998,"3,33","0,54","9,8",5,16
"10,7757911674702","0,78","0,23","2,6",59,5,15,997,"3,37","0,56","11,3",5,13
"9,95873032443568","0,98","0,32","2,3",78,35,152,998,"3,25","0,48","9,4",5,15
"10,6914519001062","0,78","0,23","2,6",59,5,15,997,"3,37","0,56","11,3",5,15
"9,06065492387496","0,65","0,18","1,8","0,07",13,40,997,"3,44","0,6","9,1",5,14
"10,096104146088","0,64","0,23","3,1",95,13,38,"0,9998","3,28","0,59","9,7",5,16
"10,6382518101056","0,66","0,04","1,6",39,4,9,"0,9962","3,4","0,47","9,4",5,13
"10,7225319364203","0,38","0,48","1,8",157,5,17,"0,9976","3,3","1,05","9,4",5,17
"6,7835192820642",1185,0,"4,25",97,5,14,"0,9966","3,63","0,54","10,7",3,4
"9,01803294418322","0,92","0,24","2,6",87,12,93,"0,9998","3,48","0,54","9,8",5,16
"10,1493054173058","0,49","0,51",2,422,16,62,"0,9979","3,03","1,17",9,5,17
"10,9739194723366","0,48","0,32","2,8",84,21,122,"0,9984","3,32","0,62","9,4",5,12
"10,1378675016421","0,47","0,31","2,7",84,24,125,"0,9984","3,31","0,61","9,4",5,15
"10,7699232333962","0,47","0,02","1,3",34,18,44,"0,9921","3,9","0,62","12,8",6,15
"11,6488298818142","0,65","0,02","2,1",66,8,25,"0,9972","3,47","0,67","9,5",6,18
"11,2051308242992","0,65","0,02","2,1",66,8,25,"0,9972","3,47","0,67","9,5",6,19
"10,4558268721174",615,"0,28","3,2",87,18,72,"1,0001","3,31","0,53","9,7",5,18
"11,0680505608227","0,38","0,55","2,1",71,5,19,"0,9986","3,11","0,62","10,8",6,17
"11,4429104154837","1,02","0,43","2,9",76,26,88,"0,9984","3,08","0,57","10,1",6,20
"11,8649816842646","0,65","0,02","2,1",66,8,25,"0,9972","3,47","0,67","9,5",6,16
"10,8980129592679","0,64","0,02","2,1",67,9,23,997,"3,47","0,67","9,4",6,17
"9,30394822184619","0,38","0,48","2,6",73,22,84,"0,9972","3,32","0,7","9,6",4,7
"9,31909961219072",765,"0,04","1,6",78,4,14,998,"3,29","0,54","9,7",4,9
"9,60477955178589",1035,"0,15",6,73,11,54,999,"3,37","0,49","9,9",5,16
"9,07077951532249","0,78","0,08",2,93,10,19,"0,9956","3,4","0,47",10,5,14
"9,47902323906649","0,49","0,19",3,77,16,37,"0,9966","3,37","0,51","10,5",5,16
"10,6259069255998",545,"0,12","2,5",68,11,35,996,"3,34","0,61","11,6",6,16
"11,8934249209356","0,31","0,47","1,6",62,13,33,"0,9983","3,27","0,66",10,6,20
"9,14939109370615",1025,"0,43","2,8","0,08",21,84,"0,9985","3,06","0,57","10,1",5,16
"9,45207317145059",565,"0,34",3,93,16,112,"0,9998","3,38","0,61","9,5",5,15
"9,3644769706714","0,69",0,"3,2",84,13,33,"0,9992","3,36","0,45","9,4",5,12
"9,1976075412826","0,43","0,36","2,3",75,10,48,"0,9976","3,34","0,46","9,4",5,14
"10,6812993484732","0,74","0,28","2,6",78,21,77,998,"3,28","0,51","9,8",5,14
"10,9060267105172","0,49","0,18","2,7",69,13,34,"0,9967","3,29","0,48","9,2",6,15
"10,5996690963356","0,43","0,36","2,3",75,10,48,"0,9976","3,34","0,46","9,4",5,17
"10,031816572745","0,46","0,11","2,6",79,12,49,"0,9968","3,21","0,57",10,5,15
"10,9773709219415","0,56","0,04",2,82,10,22,"0,9976","3,22","0,44","9,6",5,13
"9,78312743846893","0,66",0,"3,9",86,17,45,"0,9976","3,46","0,54","9,5",5,17
"9,24527214942475","0,56","0,04",2,82,10,22,"0,9976","3,22","0,44","9,6",5,16
"9,78705077432616","0,48","0,24","2,85",94,35,106,"0,9982","3,1","0,53","9,2",5,16
"9,55271664975623","0,42","0,08","2,7",84,15,48,"0,9968","3,21","0,59",10,5,12
"9,11926436049233","0,31","0,3","2,2",53,36,127,"0,9965","2,94","1,62","9,5",5,16
"9,96822349491251",1115,"0,1","3,1",86,5,12,"0,9958","3,54","0,6","11,2",4,9
"10,6023099943154","0,66","0,17",3,77,5,13,"0,9976","3,29","0,55","10,4",5,18
"10,2386259802319","0,72","0,09","2,8",84,18,49,"0,9994","3,43","0,72","11,1",6,16
"10,2551117401876","0,57","0,02","1,8",67,4,11,997,"3,46","0,68","9,5",5,16
"10,2006017810464","0,57","0,02","1,8",67,4,11,997,"3,46","0,68","9,5",5,18
"11,4062648742508",865,"0,03","3,2",71,27,58,995,"3,61","0,49","12,7",6,20
"9,56062367248014","0,55","0,66","2,3",387,12,37,"0,9982","3,17","0,67","9,6",5,14
"9,31313764541396",875,"0,13","3,45",88,4,14,"0,9994","3,44","0,52","11,5",5,18
"10,4401431549495",835,"0,03","2,1",92,10,19,"0,9966","3,39","0,47","9,6",5,15
"9,69138603416316","0,45","0,34","2,7",82,16,72,998,"3,55","0,6","9,5",5,13
"10,943132710479","0,56","0,2",2,75,9,39,"0,9987","3,48","0,62","9,3",5,18
"10,190892906855",965,"0,1","2,1",112,11,22,"0,9963","3,26","0,5","9,5",5,17
"10,7854443763768",965,"0,1","2,1",112,11,22,"0,9963","3,26","0,5","9,5",5,15
"10,8501257867379","0,59",0,"2,5",93,19,58,"1,0002","3,5","0,65","9,3",6,16
"10,1015269983444","0,46","0,23","2,8",92,28,104,"0,9983","3,1","0,56","9,2",5,17
"10,3329224267962","0,69",0,"2,4",88,19,38,999,"3,35","0,6","9,3",5,15
"11,6425406459145","0,76","0,29","4,2",75,12,16,"0,9965","3,45","0,68","11,5",6,17
"9,32936799810217","0,53","0,24","2,6",78,28,139,"0,99788","3,21","0,57","9,5",5,17
"10,5753109371754",615,0,"1,9",65,9,18,"0,9972","3,46","0,65","9,2",5,12
"9,09419720192591","0,41","0,58","2,8",96,25,101,"1,00024","3,13","0,53",10,5,13
"10,7907959421137","0,39","0,54","2,7",95,21,101,"1,0001","3,13","0,51","9,5",5,14
"11,094418566552","0,51","0,18","2,1","0,07",12,28,"0,99768","3,52","0,73","9,5",6,19
"10,0004339332407","0,34","0,38","2,5","0,08",12,57,"0,9978","3,3","0,47",9,6,16
"10,6803001798348","0,33","0,4","2,6",83,16,68,"0,99782","3,3","0,48","9,4",5,13
"10,2913458408675","0,5","0,18","2,1",71,12,31,"0,99761","3,52","0,72","9,6",6,19
"11,1585369079346","0,51","0,18","2,1","0,07",12,28,"0,99768","3,52","0,73","9,5",6,17
"9,97342293712026","0,65","0,1","2,9",89,17,40,"0,99803","3,29","0,55","9,5",5,14
"10,8461286965309","0,65","0,1","2,9",89,17,40,"0,99803","3,29","0,55","9,5",5,16
"10,0117159920687","0,54","0,13","2,5",97,24,66,"0,99785","3,39","0,61","9,4",5,16
"9,49116386053941","0,65","0,1","2,9",89,17,40,"0,99803","3,29","0,55","9,5",5,17
"10,4096364728967","0,48","0,68","1,7",415,14,32,"0,99656","3,09","1,06","9,1",6,16
"11,4587033168812","0,91","0,07","1,9",58,22,47,"0,99525","3,51","0,43","10,7",6,20
"11,9443569134398","0,98","0,01",2,57,15,33,"0,99488","3,6","0,46","11,2",6,19
"9,70051206610784","0,87",0,"2,2",84,10,31,"0,99656","3,25","0,5","9,8",5,16
"9,49241833230817","0,87",0,"2,2",84,10,31,"0,99656","3,25","0,5","9,8",5,13
"10,1147390146252","0,42","0,21","2,5",92,33,88,"0,99823","3,19","0,52","9,2",5,18
"10,5289125573557","0,58","0,25","2,8",75,9,104,"0,99779","3,23","0,57","9,7",5,17
"9,86610810299868",655,"0,26",2,96,5,35,"0,99738","3,25","0,42","9,6",5,14
"10,7559847819034","0,7",0,"1,7",69,8,19,"0,99701","3,31","0,53",10,6,20
"9,47357301987877",655,"0,26",2,96,5,35,"0,99738","3,25","0,42","9,6",5,13
"10,7882347247409","0,68","0,11","2,8",93,11,44,"0,99888","3,31","0,55","9,5",6,15
"11,6711350691242","0,67","0,1",3,91,12,48,"0,99888","3,31","0,54","9,5",6,16
"10,1637811019532","0,59","0,18","2,9",89,12,74,"0,99738","3,14","0,54","9,4",5,17
"10,3379476649435","0,6","0,32","2,7",103,13,98,"0,99938","3,45","0,62","9,5",5,12
"10,403098292131","0,59","0,02","2,3",82,24,94,"0,99744","3,55","0,53","9,7",6,20
"9,55472339827616","0,72","0,01","1,9",76,7,32,"0,99668","3,39","0,54","9,6",5,17
"11,3687122095477","0,59","0,02","2,3",82,24,94,"0,99744","3,55","0,53","9,7",6,15
"9,3051322140218",685,"0,26","2,4",82,23,143,"0,9978","3,28","0,55","9,4",5,12
"9,37292584608576","0,57","0,27","2,3",82,23,144,"0,99782","3,27","0,55","9,4",5,12
"10,0241489296154","0,4","0,29","1,8",157,1,44,"0,9973","3,3","0,92","9,5",6,19
"11,195917640487","0,4","0,3","1,8",157,2,45,"0,99727","3,31","0,91","9,5",6,16
"10,2642318715973",1,0,3,102,7,16,"0,99586","3,43","0,46",10,5,16
"11,1697640720419",765,"0,18","2,4",243,"5,5",48,"0,99612","3,4","0,6","10,3",6,19
"10,5021149247749",635,"0,17","2,4",241,6,18,"0,9961","3,4","0,59","10,3",6,19
"9,17392057237285","0,43","0,3","3,4",79,7,34,"0,99788","3,36","0,61","10,5",5,18
"10,8868640190536","0,52","0,03","2,6",76,21,92,"0,99745","3,5","0,6","9,8",5,13
"10,4429187726732","0,57",0,2,"0,19",12,45,"0,99676","3,31","0,6","9,4",6,15
"9,79678061219525","0,46","0,14","2,4",114,9,37,"0,99732","3,66","0,65","9,8",5,12
"10,2724088293866","0,82","0,05","2,4",81,26,96,"0,99814","3,36","0,53",10,5,15
"10,2732154446771","0,46","0,14","2,4",114,9,37,"0,99732","3,66","0,65","9,8",5,13
"9,65737606253441","0,59","0,01","2,5",77,20,85,"0,99746","3,55","0,59","9,8",5,12
"9,14641518979011","0,35","0,41","2,3",83,11,61,"0,9982","3,21","0,5","9,5",5,18
"10,4236711333163","0,35","0,41","2,3",83,11,61,"0,9982","3,21","0,5","9,5",5,12
"10,9583721172337","0,56","0,24","2,2",79,19,58,"0,9991","3,18","0,56","10,1",6,15
"11,4874250989","0,56","0,24","2,2",79,19,58,"0,9991","3,18","0,56","10,1",6,19
"10,9458525215126","0,63","0,17","2,9",99,21,119,998,"3,09","0,52","9,3",5,16
"10,7467768597267","0,37","0,43","2,6",82,18,82,"0,99708","3,33","0,68","9,7",6,17
"10,0163399384635","0,64","0,17","2,9",84,25,130,"0,99818","3,23","0,54","9,6",5,13
"10,4284828262027","0,61","0,02","2,5",81,17,87,"0,99745","3,48","0,6","9,7",6,15
"10,9095857692537","0,6",0,"2,6",55,7,13,"0,99639","3,38","0,56","10,8",5,18
"10,9667159471602","0,27","0,54","2,3",65,7,26,"0,99531","3,17","0,53","12,5",6,16
"9,39310696040087","0,89","0,3","2,6",132,7,60,"0,99786","2,99","1,18","10,2",5,13
"9,88330173149115","0,46","0,31","2,5",126,24,64,"0,99746","3,1","0,74","9,6",5,12
"12,4518524112347","0,37","0,44","1,6",38,21,42,"0,99526","3,24","0,81","10,8",7,27
"10,7785930853013","0,5","0,34","3,6",82,5,14,"0,9987","3,29","0,52","10,7",6,15
"11,3181031374025","0,5","0,34","3,6",82,5,14,"0,9987","3,29","0,52","10,7",6,20
"9,93040714658746","0,61","0,08",4,82,26,108,"0,99641","3,25","0,51","9,4",5,16
"10,64219743976","0,55","0,09","3,3",68,8,17,"0,99735","3,23","0,44",10,5,12
"12,4295582848026",585,0,"1,7",44,14,86,"0,99264","3,56","0,94","12,9",7,30
"11,8153707736166","0,56","0,08","2,5",114,14,46,"0,9971","3,24","0,66","9,6",6,15
"10,0674163494851","0,52","0,22","2,7",84,4,18,"0,99682","3,26","0,57","9,9",6,15
"12,0270365577081","0,28","0,4","2,4",52,4,10,"0,99356","3,33","0,7","12,8",7,29
"12,7733107624083","0,25","0,39",2,41,4,10,"0,99386","3,27","0,71","12,5",7,30
"12,8884898194286","0,28","0,4","2,4",52,4,10,"0,99356","3,33","0,7","12,8",7,28
"9,85940254932558","0,53","0,12","1,9",165,4,12,"0,99702","3,26","0,86","9,2",5,14
"10,6118141743035","0,48","0,31","2,8","0,07",4,15,"0,99693","3,22","0,55","10,3",6,20
"10,1068787548655","0,49","0,1","2,6",68,4,14,"0,99562","3,3","0,47","10,5",5,18
"11,8270464268988","0,5","0,55","2,8",72,7,24,"1,00012","3,09","0,68","10,9",6,17
"9,80032945365386","0,45","0,33","2,5",99,20,38,"0,99818","3,24","0,71","10,8",5,16
"9,04462780279904","0,39","0,24","2,1",102,4,7,"0,99462","3,44","0,58","11,4",4,7
"11,7388929765133","0,41","0,54","2,8",103,19,41,"0,99939","3,21","0,76","11,3",6,17
"9,42550821195587","0,45","0,33","2,5",99,20,38,"0,99818","3,24","0,71","10,8",5,14
"10,2249046641903","0,51","0,19","3,2",81,8,30,"0,9984","3,23","0,58","10,5",6,19
"10,8695665781611","0,29","0,42","1,6",84,19,27,"0,99545","3,28","0,73","11,9",6,17
"10,5623062563936",715,0,"2,35",71,21,47,"0,99632","3,29","0,45","9,4",5,17
"10,0219824683055","0,66","0,15","3,2",97,9,59,"0,99976","3,28","0,54","9,6",5,14
"10,9952004068744",685,0,"1,9",99,9,22,"0,99606","3,34","0,6","9,7",5,17
"12,895490972219","0,42",0,"2,1",48,16,42,"0,99154","3,71","0,74",14,7,25
"9,53303720903723","0,54","0,13",2,76,15,36,"0,9973","3,61","0,64","9,8",5,15
"9,18935741325707","0,54","0,13",2,76,15,36,"0,9973","3,61","0,64","9,8",5,15
"10,2103004623056","0,48","0,28","2,8",68,6,16,"0,99682","3,24","0,53","10,3",5,18
"10,7132135530484","0,46","0,14","2,8",76,15,37,"0,99624","3,36","0,49","10,7",5,15
"12,4518476427757","0,27","0,34","2,3","0,05",4,8,"0,9951","3,4","0,64",11,7,28
"9,41319435875303","0,46","0,14","2,8",76,15,37,"0,99624","3,36","0,49","10,7",5,13
"16,0566854365744","0,57","0,09","2,3",65,34,45,"0,99417","3,46","0,74","12,7",8,41
"10,2844082795855","0,61","0,08","2,1",71,16,24,"0,99376","3,56","0,77","11,1",6,19
"9,23832166841488",685,"0,07","2,5",58,5,9,"0,99632","3,38","0,55","10,9",4,6
"10,5632242724396","0,61","0,08","2,1",71,16,24,"0,99376","3,56","0,77","11,1",6,18
"8,74112437226484","0,44","0,42","1,5",145,34,48,"0,99832","3,38","0,86","9,9",3,4
"9,49227436508326","0,47","0,44","1,6",147,36,51,"0,99836","3,38","0,86","9,9",4,11
"9,47539140570159",685,"0,26","1,6",88,16,23,"0,99694","3,32","0,47","9,4",5,13
"9,10968776585024",665,"0,1","1,5",66,27,55,"0,99655","3,39","0,51","9,3",5,15
"12,985681815814","0,28","0,28","2,4",12,36,100,"0,99064","3,26","0,39","11,7",7,29
"12,5325425761505","0,28","0,28","2,4",12,36,100,"0,99064","3,26","0,39","11,7",7,30
"12,1290151603132","0,31","0,35","1,6",75,9,28,"0,99672","3,24","0,83","11,2",7,30
"9,71286508983815","0,5","0,04","2,2",92,13,26,"0,99647","3,46","0,47",10,5,12
"12,7761288161115","0,42","0,47","2,65",85,9,34,"0,99736","3,24","0,77","12,1",7,28
"10,7909863481912","0,66",0,3,115,21,31,"0,99629","3,45","0,63","10,3",5,18
"10,2883776166072","0,5","0,45","2,6",119,34,68,"0,99708","3,23","0,72","10,9",6,20
"9,14813258820455",685,"0,35",2,88,9,92,"0,9963","3,28","0,62","9,4",5,18
"11,492494883763","0,25","0,46","1,7",62,26,42,"0,9959","3,18","0,83","10,6",6,19
"10,7213921502404","0,64","0,21","1,8",81,14,31,"0,99689","3,59","0,66","9,8",5,12
"9,98830370298435","0,64","0,21","1,8",81,14,31,"0,99689","3,59","0,66","9,8",5,16
"10,0169746071571","0,68","0,16","1,8",78,12,39,"0,9977","3,5","0,7","9,9",6,17
"10,6794145129611","0,64","0,21","1,8",81,14,31,"0,99689","3,59","0,66","9,8",5,13
"10,029429505114","0,63","0,21","1,6","0,08",12,32,"0,99689","3,58","0,66","9,8",5,12
"9,15044890536268","0,43","0,44","1,9",85,9,22,"0,99708","3,28","0,55","9,5",5,16
"10,8858995098957","0,43","0,44","1,9",85,9,22,"0,99708","3,28","0,55","9,5",5,18
"9,61816503319843","0,42","0,32","2,5","0,08",26,122,"0,99801","3,22","1,07","9,7",5,17
"11,8117754467602","0,36","0,39","1,5","0,08",41,55,"0,99652","3,47","0,73","10,9",6,16
"11,7031576348434","0,36","0,39","1,5","0,08",41,55,"0,99652","3,47","0,73","10,9",6,16
"12,6205682807237",735,"0,02","2,5",71,10,14,"0,99538","3,51","0,71","11,7",7,25
"10,3345718694648","0,36","0,39","1,5","0,08",41,55,"0,99652","3,47","0,73","10,9",6,15
"12,6686758679548","0,26","0,34","2,5",73,16,47,"0,99594","3,4","0,78","11,3",7,26
"12,304918865146","0,28","0,47","1,7",54,17,32,"0,99686","3,15","0,67","10,6",7,28
"10,7915093084874","0,56","0,22","1,8",74,15,24,"0,99438","3,4","0,82","11,2",6,19
"10,1465324675828","0,62","0,06","2,7",77,15,85,"0,99746","3,51","0,54","9,5",5,12
"10,6155236559913","1,01","0,66",2,39,15,88,"0,99357","3,66","0,6","11,5",6,16
"10,5131022815435","0,42","0,32","2,7",67,7,25,"0,99628","3,24","0,44","10,4",5,18
"9,91247581755399","0,62","0,06","2,5",78,17,84,"0,99746","3,51","0,53","9,7",5,17
"9,87910385006746","0,62","0,06","2,7",77,15,85,"0,99746","3,51","0,54","9,5",5,13
